ean/modelo,cod_interno,marca,producto,precio_online,precio_cuotas,garantia,url,timestamp
731199029663,143046,GFAST,NOTEBOOK GFAST N-100 i4120W INTEL CELERON,46549,"$ 46.549,05",12,https://www.musimundo.com/informatica/notebook/notebook-gfast-n-100-i4120w-intel-celeron/p/00383005,2022-03-26 11:45:40
7798105028908,176919,NOBLEX,NOTEBOOK NOBLEX N14W21 CELERON,54999,"3 x $ 18.333,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-noblex-n14w21-celeron/p/00321648,2022-03-26 11:45:40
7798158769599,143232,PCBOX,NOTEBOOK PCBOX PCB FIRE- PCB GLW1 INTEL CELERON,40999,"3 x $ 13.666,33 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-pcbox-pcb-fire-pcb-glw1-intel-celeron/p/00398005,2022-03-26 11:45:40
7797678016886,176967,EXO,NOTEBOOK EXO L33PLUS CELERON,49499,"$ 49.499,10",12,https://www.musimundo.com/informatica/notebook/notebook-exo-l33plus-celeron/p/00362003,2022-03-26 11:45:40
195348349123,139993,LENOVO,NOTEBOOK LENOVO 81VU0067AR INTEL CELERON,59999,"6 x $ 9.999,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81vu0067ar-intel-celeron/p/00313114,2022-03-26 11:45:40
7798346200477,139903,BANGHO,NOTEBOOK BANGHO MAX L4 I1 INTEL CELERON,56699,"12 x $ 4.724,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-bangho-max-l4-i1-intel-celeron/p/00311054,2022-03-26 11:45:40
7796962985068,135055,LG,AIRE ACONDICIONADO SPLIT INVERTER LG S4W18KL3AA FRIO CALOR 4537 FRIGORIAS,139999,"12 x $ 11.666,58 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/aire-acondicionado/aire-acondicionado-split-inverter-lg-s4w18kl3aa-frio-calor-4537-frigorias/p/00151243,2022-03-26 11:45:40
7797037911869,138557,ORBIS,CALEFACTOR SIN SALIDA ORBIS 4044GO,23249,"12 x $ 1.937,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-sin-salida-orbis-4044go/p/00268035,2022-03-26 11:45:41
7797037912149,177588,ORBIS,CALEFACTOR A GAS - TIRO BALANCEADO ORBIS 4126GO,26779,"12 x $ 2.231,58 Cuotas sin interés",12,https://www.musimundo.com/marcas/orbis/calefactor-a-gas-tiro-balanceado-orbis-4126go/p/00267134,2022-03-26 11:45:41
7797037912033,156750,VOLCAN,CALEFACTOR A GAS - SIN SALIDA VOLCAN 43512V,19619,"12 x $ 1.634,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-volcan-43512v/p/00268047,2022-03-26 11:45:41
7797037911982,138561,ORBIS,CALEFACTOR TIRO NATURAL ORBIS 4444GO,29119,"12 x $ 2.426,58 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-natural-orbis-4444go/p/00267137,2022-03-26 11:45:41
7797037911845,138556,ORBIS,CALEFACTOR SIN SALIDA ORBIS 4024GO,20879,"12 x $ 1.739,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-sin-salida-orbis-4024go/p/00268034,2022-03-26 11:45:41
7797037912019,156749,VOLCAN,CALEFACTOR A GAS - SIN SALIDA VOLCAN 42512V,17449,"12 x $ 1.454,08 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-volcan-42512v/p/00268046,2022-03-26 11:45:41
7797037912187,177590,ORBIS,CALEFACTOR A GAS - TIRO BALANCEADO ORBIS 4166GO,35099,"12 x $ 2.924,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-orbis-4166go/p/00267136,2022-03-26 11:45:41
7798166644062,144795,POSITIVO BGH,NOTEBOOK POSITIVO BGH AT560 INTEL CELERON,56999,"6 x $ 9.499,83 Cuotas sin interés",12,https://www.musimundo.com/sper-ofertas/notebook-positivo-bgh-at560-intel-celeron/p/00468017,2022-03-26 11:45:41
4718017816366,139356,ASUS,NOTEBOOK ASUS VIVOBOOK 15 X512JA-BR382T INTEL CORE I3,ND,"$ 89.999,00",12,https://www.musimundo.com/informatica/notebook/notebook-asus-vivobook-15-x512ja-br382t-intel-core-i3/p/00302243,2022-03-26 11:45:41
884116378303,142720,DELL,NOTEBOOK DELL JH94XWH INTEL CORE I3,89999,"3 x $ 29.999,67 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-dell-jh94xwh-intel-core-i3/p/00353006,2022-03-26 11:45:41
195348802697,145395,LENOVO,NOTEBOOK LENOVO 81WB00S6AR INTEL CORE I3,77999,"6 x $ 12.999,83 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81wb00s6ar-intel-core-i3/p/00507000,2022-03-26 11:45:41
195122220686,140985,HP,NOTEBOOK HP 153B5LT INTEL CORE I3,84999,"3 x $ 28.333,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-153b5lt-intel-core-i3/p/00320203,2022-03-26 11:45:41
7797678017326,177410,EXO,NOTEBOOK EXO XL4 W58 INTEL CORE,79999,"12 x $ 6.666,58 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-exo-xl4-w58-intel-core/p/00435018,2022-03-26 11:45:41
4711081140009,142817,ASUS,NOTEBOOK ASUS X543UA-DM3478T INTEL CORE I3,74999,"9 x $ 8.333,22 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-x543ua-dm3478t-intel-core-i3/p/00369004,2022-03-26 11:45:41
7798366200242,177140,DAEWOO,NOTEBOOK DAEWOO DW-N14GR8000 INTEL CORE I3,69349,"$ 69.349,05",12,https://www.musimundo.com/informatica/notebook/notebook-daewoo-dw-n14gr8000-intel-core-i3/p/00399031,2022-03-26 11:45:41
4710180827583,177082,ACER,NOTEBOOK ACER A315-34-C7RP INTEL CELERON,59999,"6 x $ 9.999,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-acer-a315-34-c7rp-intel-celeron/p/00302145,2022-03-26 11:45:41
4710886170228,140958,ACER,NOTEBOOK ACER A515-55-38L9 INTEL CORE I3,79999,"6 x $ 13.333,17 Cuotas sin interés",12,https://www.musimundo.com/marcas/acer/notebook-acer-a515-55-38l9-intel-core-i3/p/00320127,2022-03-26 11:45:41
195235206805,140381,LENOVO,NOTEBOOK LENOVO 81WE00NMAR INTEL CORE I3,77999,"6 x $ 12.999,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81we00nmar-intel-core-i3/p/00315017,2022-03-26 11:45:41
195161182846,142724,HP,NOTEBOOK HP 14-CF2077LA INTEL CORE I3,74999,"6 x $ 12.499,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-cf2077la-intel-core-i3/p/00353012,2022-03-26 11:45:41
195161716614,144160,HP,NOTEBOOK HP HP 240 G8 / 2Q9S5LT INTEL CELERON,69999,"6 x $ 11.666,50 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-hp-240-g8-2q9s5lt-intel-celeron/p/00511042,2022-03-26 11:45:41
194850734120,139928,HP,NOTEBOOK HP 14-DK1004LA AMD R3,73149,"6 x $ 12.191,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-dk1004la-amd-r3/p/00312001,2022-03-26 11:45:41
4710886666714,143584,ACER,NOTEBOOK ACER A314-22-R54Q AMD ATHLON,64999,"6 x $ 10.833,17 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-acer-a314-22-r54q-amd-athlon/p/00415000,2022-03-26 11:45:42
195697701849,143580,HP,NOTEBOOK HP 15-DW1080LA INTEL CELERON,61999,"6 x $ 10.333,17 Cuotas sin interés",12,https://www.musimundo.com/marcas/hp/notebook-hp-15-dw1080la-intel-celeron/p/00413000,2022-03-26 11:45:42
196378851211,177688,LENOVO,NOTEBOOK LENOVO,62999,"6 x $ 10.499,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo/p/00472017,2022-03-26 11:45:42
195161584299,177364,HP,NOTEBOOK HP STREAM LAPTOP 14-AX112LA - 2M6K7LA CELERON,63079,"6 x $ 10.513,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-stream-laptop-14-ax112la-2m6k7la-celeron/p/00321805,2022-03-26 11:45:43
731199029809,145490,GFAST,NOTEBOOK GFAST N-230 INTEL PENTIUM,61999,"12 x $ 5.166,58 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-gfast-n-230-intel-pentium/p/00511038,2022-03-26 11:45:43
193268740488,144102,LENOVO,NOTEBOOK LENOVO IDEAPAD S145-15AST AMD A4,67499,"3 x $ 22.499,67 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-ideapad-s145-15ast-amd-a4/p/00429045,2022-03-26 11:45:43
7797075018520,145140,LONGVIE,CALEFACTOR SIN SALIDA LONGVIE ECA3KVT,27049,"12 x $ 2.254,08 Cuotas sin interés",0,https://www.musimundo.com/sper-ofertas/calefactor-sin-salida-longvie-eca3kvt/p/00497002,2022-03-26 11:45:43
7797678017289,144184,EXO,NOTEBOOK EXO P49PLUS INTEL CELERON,64999,"12 x $ 5.416,58 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-exo-p49plus-intel-celeron/p/00435017,2022-03-26 11:45:43
7797037912163,177589,ORBIS,CALEFACTOR A GAS - TIRO BALANCEADO ORBIS 4146GO,30129,"12 x $ 2.510,75 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-orbis-4146go/p/00267135,2022-03-26 11:45:43
7798111676896,138613,PEABODY,VITROCONVECTOR PEABODY PE-VQD20N,23749,"12 x $ 1.979,09 Cuotas sin interés",12,https://www.musimundo.com/marcas/peabody/vitroconvector-peabody-pe-vqd20n/p/00267100,2022-03-26 11:45:43
7793862010913,138589,LILIANA,CALOVENTOR LILIANA CFI800,13299,"12 x $ 1.108,25 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/caloventor-liliana-cfi800/p/00266128,2022-03-26 11:45:43
7799034018121,174369,DAEWOO,CALEFACTOR A GAS - SIN SALIDA DAEWOO DANY - 113,25659,"6 x $ 4.276,50 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-daewoo-dany-113/p/00182000,2022-03-26 11:45:43
6972477390318,142865,HAIER,NOTEBOOK HAIER NL40LU1_DM INTEL CORE I3,63999,"3 x $ 21.333,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-haier-nl40lu1-dm-intel-core-i3/p/00374011,2022-03-26 11:45:43
7793862008224,170754,LILIANA,CALEFACTOR CALOVENTOR LILIANA CFH400,4179,"12 x $ 348,25 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-liliana-cfh400/p/00006127,2022-03-26 11:45:43
7793862004073,153718,LILIANA,CALEFACTOR LILIANA CV0-26,4084,"12 x $ 340,34 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-liliana-cv0-26/p/00182017,2022-03-26 11:45:43
7793862010890,138586,LILIANA,CALEFACTOR INFRARROJO LILIANA CI070,4749,"12 x $ 395,75 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/calefactor-infrarrojo-liliana-ci070/p/00266125,2022-03-26 11:45:43
884116376286,142721,DELL,NOTEBOOK DELL MP9FD INTEL CORE I3,86999,"3 x $ 28.999,67 Cuotas sin interés",12,https://www.musimundo.com/marcas/dell/notebook-dell-mp9fd-intel-core-i3/p/00353007,2022-03-26 11:45:43
7798118962558,136263,AXEL,CALEFACTOR INFRARROJO AXEL AX-CI1000,2564,"12 x $ 213,67 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-infrarrojo-axel-ax-ci1000/p/00181198,2022-03-26 11:45:43
7793862009665,138590,LILIANA,VITROCONVECTOR LILIANA TCV100,14249,"12 x $ 1.187,42 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-liliana-tcv100/p/00132005,2022-03-26 11:45:43
7797678011409,143306,EXO,NOTEBOOK EXO XQ3C-X79 INTEL CORE I3,87299,"$ 87.299,10",12,https://www.musimundo.com/informatica/notebook/notebook-exo-xq3c-x79-intel-core-i3/p/00400034,2022-03-26 11:45:43
7798111676841,173807,PEABODY,CALEFACTOR PANEL RADIANTE PEABODY VC20R ROJO,17099,"12 x $ 1.424,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-panel-radiante-peabody-vc20r-rojo/p/00114006,2022-03-26 11:45:43
7797678017821,177453,EXO,NOTEBOOK EXO SMART XQ3H-8 INTEL CORE,96999,"12 x $ 8.083,25 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-exo-smart-xq3h-8-intel-core/p/00481010,2022-03-26 11:45:43
195890410838,144780,LENOVO,NOTEBOOK LENOVO IDEAPAD 5 82LM00B0AR AMD R3,89299,"6 x $ 14.883,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-ideapad-5-82lm00b0ar-amd-r3/p/00467006,2022-03-26 11:45:43
194778099066,145532,LENOVO,NOTEBOOK LENOVO 81W60090AR INTEL CORE I3,89999,"6 x $ 14.999,83 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81w60090ar-intel-core-i3/p/00509017,2022-03-26 11:45:44
195890446165,143614,LENOVO,NOTEBOOK LENOVO IDEAPAD 3 14ARE05 AMD R3,85499,"6 x $ 14.249,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-ideapad-3-14are05-amd-r3/p/00414022,2022-03-26 11:45:44
4711081253679,177299,ASUS,NOTEBOOK ASUS X515EA-EJ711T INTEL CORE I3-1115G4,89999,"12 x $ 7.499,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ea-ej711t-intel-core-i3-1115g4/p/00423026,2022-03-26 11:45:44
195161159091,143554,HP,NOTEBOOK HP 14-CF2067LA INTEL CORE I3,86999,"6 x $ 14.499,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-cf2067la-intel-core-i3/p/00408044,2022-03-26 11:45:44
195122519377,143416,HP,NOTEBOOK HP 240 INTEL CORE I3,89999,"3 x $ 29.999,67 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-240-intel-core-i3/p/00403001,2022-03-26 11:45:44
7797678018682,177126,EXO,NOTEBOOK EXO S3-S67 CORE I3,84999,"12 x $ 7.083,25 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-exo-s3-s67-core-i3/p/00400032,2022-03-26 11:45:44
196068681630,143237,HP,NOTEBOOK HP 14-DY0502LA INTEL CORE I3,89999,"6 x $ 14.999,83 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-hp-14-dy0502la-intel-core-i3/p/00441035,2022-03-26 11:45:44
7797678017500,143305,EXO,NOTEBOOK EXO XQ3C-X78 INTEL CORE I3,80999,"$ 80.999,10",12,https://www.musimundo.com/informatica/notebook/notebook-exo-xq3c-x78-intel-core-i3/p/00400033,2022-03-26 11:45:44
4710886391906,177683,ACER,NOTEBOOK ACER,80749,"6 x $ 13.458,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-acer/p/00474004,2022-03-26 11:45:44
7798166644147,142863,POSITIVO BGH,NOTEBOOK POSITIVO BGH POSITIVO BGH A1650 INTEL CORE I5,92999,"6 x $ 15.499,83 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-positivo-bgh-positivo-bgh-a1650-intel-core-i5/p/00373055,2022-03-26 11:45:44
4711081342632,145356,ASUS,NOTEBOOK ASUS X515EA-EJ1342T INTEL CORE I3,89999,"12 x $ 7.499,92 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ea-ej1342t-intel-core-i3/p/00503051,2022-03-26 11:45:44
4711081090380,143044,ASUS,NOTEBOOK ASUS X515JA-BQ025T INTEL CORE I3,84999,"3 x $ 28.333,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ja-bq025t-intel-core-i3/p/00382038,2022-03-26 11:45:45
195161669736,140954,HP,NOTEBOOK HP 348 G7 2Q0D2LT INTEL CORE I5,92999,"3 x $ 30.999,67 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-348-g7-2q0d2lt-intel-core-i5/p/00320123,2022-03-26 11:45:45
7797075014997,135339,LONGVIE,CALEFACTOR TIRO BALANCEADO LONGVIE EBA5,34069,"12 x $ 2.839,08 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-balanceado-longvie-eba5/p/00110006,2022-03-26 11:45:45
195348934374,143203,LENOVO,NOTEBOOK LENOVO 81NB00G4AR AMD R3,89999,"3 x $ 29.999,67 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81nb00g4ar-amd-r3/p/00394002,2022-03-26 11:45:45
7798111353919,177227,AIWA,NOTEBOOK AIWA NA-1431 CORE I3,89999,"6 x $ 14.999,83 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-aiwa-na-1431-core-i3/p/00435020,2022-03-26 11:45:45
7797678017302,144186,EXO,NOTEBOOK EXO W59 INTEL CORE I3,82999,"12 x $ 6.916,58 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-exo-w59-intel-core-i3/p/00435019,2022-03-26 11:45:45
7798118961957,166524,CONQUEROR,CALEFACTOR CALOVENTOR CONQUEROR CNQ-CA14,3324,"12 x $ 277,00 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-conqueror-cnq-ca14/p/00005858,2022-03-26 11:45:45
7798118961445,164323,CONQUEROR,CALEFACTOR CONVECTOR ELECTRICO CONQUEROR CNQ-CCT13,7504,"12 x $ 625,34 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-convector-electrico-conqueror-cnq-cct13/p/00005855,2022-03-26 11:45:45
7798135512286,142829,HDC,NOTEBOOK HDC HY15-I3-8256 INTEL CORE I3,80654,"$ 80.654,05",12,https://www.musimundo.com/marcas/hdc/notebook-hdc-hy15-i3-8256-intel-core-i3/p/00367018,2022-03-26 11:45:45
7793862009689,135438,LILIANA,PANEL RADIANTE LILIANA PPV300,13774,"12 x $ 1.147,84 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/panel-radiante-liliana-ppv300/p/00111031,2022-03-26 11:45:45
7793862009696,135435,LILIANA,CALOVENTOR LILIANA CFH510 DUALHOT,7124,"12 x $ 593,67 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/caloventor-liliana-cfh510-dualhot/p/00112039,2022-03-26 11:45:45
7798111676223,132411,PEABODY,VITROCONVECTOR PEABODY PE-VC20N,17099,"12 x $ 1.424,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vc20n/p/00006510,2022-03-26 11:45:45
7793862008934,173832,LILIANA,CALEFACTOR PANEL RADIANTE LILIANA CFM717 ECO,16624,"12 x $ 1.385,34 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-panel-radiante-liliana-cfm717-eco/p/00111034,2022-03-26 11:45:45
7798111676872,172475,PEABODY,CALEFACTOR VITROCONVECTOR PEABODY PE-VQM20R,20999,"18 x $ 1.166,61 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-vitroconvector-peabody-pe-vqm20r/p/00006512,2022-03-26 11:45:45
7798111676216,132410,PEABODY,VITROCONVECTOR PEABODY PE-VC20B,17099,"12 x $ 1.424,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vc20b/p/00006509,2022-03-26 11:45:45
7799034018121,174369,DAEWOO,CALEFACTOR A GAS - SIN SALIDA DAEWOO DANY - 113,25659,"6 x $ 4.276,50 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-daewoo-dany-113/p/00182000,2022-03-26 11:45:46
196068301231,144419,HP,NOTEBOOK HP 26M74LT INTEL CORE I5,226680,"3 x $ 75.560,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-26m74lt-intel-core-i5/p/00448066,2022-03-26 11:45:46
4710886598916,144647,ACER,NOTEBOOK GAMER ACER AN515-55-51VR INTEL CORE I5,180499,"6 x $ 30.083,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-acer-an515-55-51vr-intel-core-i5/p/00457017,2022-03-26 11:45:46
196068516932,144418,HP,NOTEBOOK HP 484S7LT INTEL CORE I5,150762,"3 x $ 50.254,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-484s7lt-intel-core-i5/p/00448065,2022-03-26 11:45:46
7798111675325,127765,PEABODY,VITROCONVECTOR PEABODY PE-VC10N,13299,"12 x $ 1.108,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vc10n/p/00006507,2022-03-26 11:45:46
7798111675301,127764,PEABODY,VITROCONVECTOR PEABODY PE-VC10B,13299,"12 x $ 1.108,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vc10b/p/00006506,2022-03-26 11:45:46
4711081470892,144595,ASUS,NOTEBOOK ASUS VIVIO BOOK 15 - K3500PA-L1168T INTEL CORE I5,161499,"6 x $ 26.916,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-vivio-book-15-k3500pa-l1168t-intel-core-i5/p/00455002,2022-03-26 11:45:46
4711081389101,144270,ND,NOTEBOOK GAMER ASUS FX506HCB-HN161T INTEL CORE I5,289999,"3 x $ 96.666,33 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-asus-fx506hcb-hn161t-intel-core-i5/p/00440002,2022-03-26 11:45:46
195908557715,144594,HP,NOTEBOOK HP 14-DQ2029LA INTEL CORE I5,99749,"6 x $ 16.624,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-dq2029la-intel-core-i5/p/00454005,2022-03-26 11:45:46
195697340253,143238,HP,NOTEBOOK HP 13-BB0003LA INTEL CORE I5,129999,"6 x $ 21.666,50 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-hp-13-bb0003la-intel-core-i5/p/00441036,2022-03-26 11:45:46
195161597404,142966,HP,NOTEBOOK HP 245 G7 AMD R5,102999,"3 x $ 34.333,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-245-g7-amd-r5/p/00379112,2022-03-26 11:45:47
195122579487,144162,HP,NOTEBOOK HP HP 255 G7 / 1W8Y8LT AMD R5,122499,"3 x $ 40.833,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-hp-255-g7-1w8y8lt-amd-r5/p/00437004,2022-03-26 11:45:47
7798346201726,144159,BANGHO,NOTEBOOK BANGHO MAX L4 i5 INTEL CORE I5,119999,"12 x $ 9.999,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-bangho-max-l4-i5-intel-core-i5/p/00435004,2022-03-26 11:45:47
4718017941617,140402,ASUS,NOTEBOOK GAMER ASUS ROG ZEPHYRUS G14 - GA401IV-HA116T AMD R9,397999,"3 x $ 132.666,33 Cuotas sin interés",12,https://www.musimundo.com/marcas/asus/notebook-gamer-asus-rog-zephyrus-g14-ga401iv-ha116t-amd-r9/p/00316070,2022-03-26 11:45:47
4711081423614,144269,ND,NOTEBOOK ASUS UX325EA-LR422T INTEL CORE I7,284999,"6 x $ 47.499,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-ux325ea-lr422t-intel-core-i7/p/00440001,2022-03-26 11:45:47
195348472333,142834,LENOVO,NOTEBOOK LENOVO 81YH00P1AR INTEL CORE I5,129999,"6 x $ 21.666,50 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81yh00p1ar-intel-core-i5/p/00373011,2022-03-26 11:45:47
195890101279,142802,ND,NOTEBOOK LENOVO YOGA SLIM 14ITL05 82A300BAAR INTEL CORE I5,129199,"6 x $ 21.533,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-yoga-slim-14itl05-82a300baar-intel-core-i5/p/00363048,2022-03-26 11:45:47
195161182853,142725,HP,NOTEBOOK HP 14-CF2078LA INTEL CORE I5,109999,"6 x $ 18.333,17 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-cf2078la-intel-core-i5/p/00353013,2022-03-26 11:45:47
196119412206,144230,LENOVO,NOTEBOOK LENOVO 81WB01BBAR INTEL CORE I3,ND,"$ 99.999,00",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81wb01bbar-intel-core-i3/p/00436135,2022-03-26 11:45:47
195042607819,139400,LENOVO,NOTEBOOK LENOVO 81Y400F1AR INTEL CORE I5,169999,"6 x $ 28.333,17 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-81y400f1ar-intel-core-i5/p/00306064,2022-03-26 11:45:47
4710886440482,177083,ACER,NOTEBOOK ACER A515-55 CORE I3,75999,"6 x $ 12.666,51 Cuotas sin interés",12,https://www.musimundo.com/marcas/acer/notebook-acer-a515-55-core-i3/p/00415003,2022-03-26 11:45:47
7798346200590,139113,BANGHO,NOTEBOOK BANGHO MAX L5 I7 INTEL CORE I7,152999,"12 x $ 12.749,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-bangho-max-l5-i7-intel-core-i7/p/00295065,2022-03-26 11:45:47
7798346200569,139112,BANGHO,NOTEBOOK BANGHO MAX L5 I5 INTEL CORE I5,119999,"12 x $ 9.999,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-bangho-max-l5-i5-intel-core-i5/p/00295064,2022-03-26 11:45:48
4710886079330,139324,ACER,NOTEBOOK ACER AN515-54-50T7 INTEL CORE I5,142499,"6 x $ 23.749,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-acer-an515-54-50t7-intel-core-i5/p/00302147,2022-03-26 11:45:48
7798111676865,141501,PEABODY,VITROCONVECTOR PEABODY PE-VQM20N,20999,"18 x $ 1.166,61 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vqm20n/p/00321166,2022-03-26 11:45:48
7797075015017,145119,LONGVIE,CALEFACTOR TIRO BALANCEADO LONGVIE EBA5U,35609,"12 x $ 2.967,42 Cuotas sin interés",0,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-balanceado-longvie-eba5u/p/00300044,2022-03-26 11:45:48
7798192365962,176820,ATMA,CALEFACTOR CONVECTOR ELECTRICO ATMA ATRM2021P,8549,"12 x $ 712,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-convector-electrico-atma-atrm2021p/p/00321171,2022-03-26 11:45:48
7798111679071,141502,PEABODY,CALOVENTOR PEABODY PE-CVL20N,14249,"12 x $ 1.187,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/caloventor-peabody-pe-cvl20n/p/00321167,2022-03-26 11:45:48
